Ponto / Grupo;Data;Hora;Ativa C (kWh)
PEVVGNTR1--03 (L);23/04/2024;19;12,635
PEVVGNTR1--03 (L);23/04/2024;20;12,648
PEVVGNTR1--03 (L);23/04/2024;21;12,621
PEVVGNTR1--03 (L);23/04/2024;22;12,207
PEVVGNTR1--03 (L);23/04/2024;23;12,225
PEVVGNTR1--03 (L);23/04/2024;24;12,469
PEVVGNTR1--03 (L);24/04/2024;1;12,683
PEVVGNTR1--03 (L);24/04/2024;2;12,516
PEVVGNTR1--03 (L);24/04/2024;3;12,527
PEVVGNTR1--03 (L);24/04/2024;4;12,624
PEVVGNTR1--03 (L);24/04/2024;5;12,125
PEVVGNTR1--03 (L);24/04/2024;6;12,397
PEVVGNTR1--03 (L);24/04/2024;7;12,755
PEVVGNTR1--03 (L);24/04/2024;8;12,117
PEVVGNTR1--03 (L);24/04/2024;9;13,239
PEVVGNTR1--03 (L);24/04/2024;10;12,868
PEVVGNTR1--03 (L);24/04/2024;11;13,07
PEVVGNTR1--03 (L);24/04/2024;12;13,191
PEVVGNTR1--03 (L);24/04/2024;13;13,49
PEVVGNTR1--03 (L);24/04/2024;14;13,41
PEVVGNTR1--03 (L);24/04/2024;15;13,143
PEVVGNTR1--03 (L);24/04/2024;16;12,87
PEVVGNTR1--03 (L);24/04/2024;17;12,782
PEVVGNTR1--03 (L);24/04/2024;18;12,128
PEVVGNTR1--03 (L);24/04/2024;19;12,108
PEVVGNTR1--03 (L);24/04/2024;20;12,129
PEVVGNTR1--03 (L);24/04/2024;21;11,916
PEVVGNTR1--03 (L);24/04/2024;22;11,838
PEVVGNTR1--03 (L);24/04/2024;23;11,818
PEVVGNTR1--03 (L);24/04/2024;24;11,916
PEVVGNTR1--03 (L);25/04/2024;1;11,955
PEVVGNTR1--03 (L);25/04/2024;2;11,864
PEVVGNTR1--03 (L);25/04/2024;3;11,723
PEVVGNTR1--03 (L);25/04/2024;4;11,778
PEVVGNTR1--03 (L);25/04/2024;5;11,819
PEVVGNTR1--03 (L);25/04/2024;6;11,933
PEVVGNTR1--03 (L);25/04/2024;7;12,287
PEVVGNTR1--03 (L);25/04/2024;8;12,721
PEVVGNTR1--03 (L);25/04/2024;9;13,025
PEVVGNTR1--03 (L);25/04/2024;10;13,462
PEVVGNTR1--03 (L);25/04/2024;11;13,628
PEVVGNTR1--03 (L);25/04/2024;12;13,286
PEVVGNTR1--03 (L);25/04/2024;13;13,318
PEVVGNTR1--03 (L);25/04/2024;14;12,986
PEVVGNTR1--03 (L);25/04/2024;15;12,764
PEVVGNTR1--03 (L);25/04/2024;16;12,727
PEVVGNTR1--03 (L);25/04/2024;17;12,028
PEVVGNTR1--03 (L);25/04/2024;18;12,111
PEVVGNTR1--03 (L);25/04/2024;19;12,103
PEVVGNTR1--03 (L);25/04/2024;20;12,198
PEVVGNTR1--03 (L);25/04/2024;21;12,185
PEVVGNTR1--03 (L);25/04/2024;22;11,84
PEVVGNTR1--03 (L);25/04/2024;23;11,888
PEVVGNTR1--03 (L);25/04/2024;24;12,053
PEVVGNTR1--03 (L);26/04/2024;1;11,833
PEVVGNTR1--03 (L);26/04/2024;2;11,732
PEVVGNTR1--03 (L);26/04/2024;3;11,781
PEVVGNTR1--03 (L);26/04/2024;4;11,614
PEVVGNTR1--03 (L);26/04/2024;5;11,662
PEVVGNTR1--03 (L);26/04/2024;6;12,384
PEVVGNTR1--03 (L);26/04/2024;7;12,842
PEVVGNTR1--03 (L);26/04/2024;8;12,857
PEVVGNTR1--03 (L);26/04/2024;9;13,031
PEVVGNTR1--03 (L);26/04/2024;10;12,885
PEVVGNTR1--03 (L);26/04/2024;11;13,408
PEVVGNTR1--03 (L);26/04/2024;12;12,936
PEVVGNTR1--03 (L);26/04/2024;13;12,821
PEVVGNTR1--03 (L);26/04/2024;14;13,101
PEVVGNTR1--03 (L);26/04/2024;15;12,861
PEVVGNTR1--03 (L);26/04/2024;16;12,857
PEVVGNTR1--03 (L);26/04/2024;17;12,731
PEVVGNTR1--03 (L);26/04/2024;18;12,006
PEVVGNTR1--03 (L);26/04/2024;19;12,026
PEVVGNTR1--03 (L);26/04/2024;20;12,045
PEVVGNTR1--03 (L);26/04/2024;21;12,017
PEVVGNTR1--03 (L);26/04/2024;22;11,651
PEVVGNTR1--03 (L);26/04/2024;23;11,616
PEVVGNTR1--03 (L);26/04/2024;24;11,723
PEVVGNTR1--03 (L);27/04/2024;1;12,019
PEVVGNTR1--03 (L);27/04/2024;2;12,285
PEVVGNTR1--03 (L);27/04/2024;3;12,322
PEVVGNTR1--03 (L);27/04/2024;4;12,184
PEVVGNTR1--03 (L);27/04/2024;5;12,147
PEVVGNTR1--03 (L);27/04/2024;6;12,286
PEVVGNTR1--03 (L);27/04/2024;7;11,999
PEVVGNTR1--03 (L);27/04/2024;8;12,252
PEVVGNTR1--03 (L);27/04/2024;9;12,47
PEVVGNTR1--03 (L);27/04/2024;10;12,494
PEVVGNTR1--03 (L);27/04/2024;11;12,822
PEVVGNTR1--03 (L);27/04/2024;12;13,09
PEVVGNTR1--03 (L);27/04/2024;13;13,026
PEVVGNTR1--03 (L);27/04/2024;14;12,912
PEVVGNTR1--03 (L);27/04/2024;15;12,737
PEVVGNTR1--03 (L);27/04/2024;16;13,395
PEVVGNTR1--03 (L);27/04/2024;17;12,657
PEVVGNTR1--03 (L);27/04/2024;18;11,83
PEVVGNTR1--03 (L);27/04/2024;19;11,713
PEVVGNTR1--03 (L);27/04/2024;20;11,867
PEVVGNTR1--03 (L);27/04/2024;21;12,022
PEVVGNTR1--03 (L);27/04/2024;22;11,888
PEVVGNTR1--03 (L);27/04/2024;23;11,913
PEVVGNTR1--03 (L);27/04/2024;24;11,998
PEVVGNTR1--03 (L);28/04/2024;1;12,042
PEVVGNTR1--03 (L);28/04/2024;2;11,924
PEVVGNTR1--03 (L);28/04/2024;3;11,726
PEVVGNTR1--03 (L);28/04/2024;4;11,703
PEVVGNTR1--03 (L);28/04/2024;5;11,766
PEVVGNTR1--03 (L);28/04/2024;6;11,792
PEVVGNTR1--03 (L);28/04/2024;7;12,311
PEVVGNTR1--03 (L);28/04/2024;8;12,298
PEVVGNTR1--03 (L);28/04/2024;9;12,191
PEVVGNTR1--03 (L);28/04/2024;10;12,152
PEVVGNTR1--03 (L);28/04/2024;11;11,966
PEVVGNTR1--03 (L);28/04/2024;12;12,051
PEVVGNTR1--03 (L);28/04/2024;13;12,217
PEVVGNTR1--03 (L);28/04/2024;14;11,989
PEVVGNTR1--03 (L);28/04/2024;15;11,949
PEVVGNTR1--03 (L);28/04/2024;16;11,747
PEVVGNTR1--03 (L);28/04/2024;17;11,283
PEVVGNTR1--03 (L);28/04/2024;18;11,312
PEVVGNTR1--03 (L);28/04/2024;19;11,606
PEVVGNTR1--03 (L);28/04/2024;20;11,628
PEVVGNTR1--03 (L);28/04/2024;21;11,653
PEVVGNTR1--03 (L);28/04/2024;22;11,611
PEVVGNTR1--03 (L);28/04/2024;23;11,657
PEVVGNTR1--03 (L);28/04/2024;24;11,81
PEVVGNTR1--03 (L);29/04/2024;1;11,798
PEVVGNTR1--03 (L);29/04/2024;2;11,861
PEVVGNTR1--03 (L);29/04/2024;3;11,898
PEVVGNTR1--03 (L);29/04/2024;4;12,002
PEVVGNTR1--03 (L);29/04/2024;5;12,026
PEVVGNTR1--03 (L);29/04/2024;6;11,935
PEVVGNTR1--03 (L);29/04/2024;7;12,164
PEVVGNTR1--03 (L);29/04/2024;8;11,931
PEVVGNTR1--03 (L);29/04/2024;9;12,284
PEVVGNTR1--03 (L);29/04/2024;10;12,703
PEVVGNTR1--03 (L);29/04/2024;11;12,846
PEVVGNTR1--03 (L);29/04/2024;12;12,797
PEVVGNTR1--03 (L);29/04/2024;13;13,068
PEVVGNTR1--03 (L);29/04/2024;14;12,495
PEVVGNTR1--03 (L);29/04/2024;15;12,238
PEVVGNTR1--03 (L);29/04/2024;16;12,168
PEVVGNTR1--03 (L);29/04/2024;17;12,499
PEVVGNTR1--03 (L);29/04/2024;18;12,039
PEVVGNTR1--03 (L);29/04/2024;19;11,962
PEVVGNTR1--03 (L);29/04/2024;20;11,979
PEVVGNTR1--03 (L);29/04/2024;21;11,894
PEVVGNTR1--03 (L);29/04/2024;22;11,715
PEVVGNTR1--03 (L);29/04/2024;23;11,765
PEVVGNTR1--03 (L);29/04/2024;24;11,806
PEVVGNTR1--03 (L);30/04/2024;1;11,918
PEVVGNTR1--03 (L);30/04/2024;2;12,515
PEVVGNTR1--03 (L);30/04/2024;3;12,347
PEVVGNTR1--03 (L);30/04/2024;4;12,478
PEVVGNTR1--03 (L);30/04/2024;5;12,504
PEVVGNTR1--03 (L);30/04/2024;6;12,535
PEVVGNTR1--03 (L);30/04/2024;7;12,764
PEVVGNTR1--03 (L);30/04/2024;8;12,745
PEVVGNTR1--03 (L);30/04/2024;9;13,149
PEVVGNTR1--03 (L);30/04/2024;10;12,739
PEVVGNTR1--03 (L);30/04/2024;11;13,25
PEVVGNTR1--03 (L);30/04/2024;12;13,362
PEVVGNTR1--03 (L);30/04/2024;13;13,232
PEVVGNTR1--03 (L);30/04/2024;14;12,731
PEVVGNTR1--03 (L);30/04/2024;15;12,512
PEVVGNTR1--03 (L);30/04/2024;16;13,153
PEVVGNTR1--03 (L);30/04/2024;17;12,885
PEVVGNTR1--03 (L);30/04/2024;18;12,115
PEVVGNTR1--03 (L);30/04/2024;19;12,297
PEVVGNTR1--03 (L);30/04/2024;20;12,408
PEVVGNTR1--03 (L);30/04/2024;21;12,365
PEVVGNTR1--03 (L);30/04/2024;22;12,06
PEVVGNTR1--03 (L);30/04/2024;23;12,036
PEVVGNTR1--03 (L);30/04/2024;24;12,209
PEVVGNTR1--03 (L);01/05/2024;1;11,499
PEVVGNTR1--03 (L);01/05/2024;2;11,327
PEVVGNTR1--03 (L);01/05/2024;3;11,429
PEVVGNTR1--03 (L);01/05/2024;4;11,399
PEVVGNTR1--03 (L);01/05/2024;5;11,511
PEVVGNTR1--03 (L);01/05/2024;6;11,735
PEVVGNTR1--03 (L);01/05/2024;7;11,477
PEVVGNTR1--03 (L);01/05/2024;8;11,772
PEVVGNTR1--03 (L);01/05/2024;9;12,264
PEVVGNTR1--03 (L);01/05/2024;10;12,388
PEVVGNTR1--03 (L);01/05/2024;11;12,854
PEVVGNTR1--03 (L);01/05/2024;12;12,897
PEVVGNTR1--03 (L);01/05/2024;13;13,148
PEVVGNTR1--03 (L);01/05/2024;14;12,496
PEVVGNTR1--03 (L);01/05/2024;15;12,292
PEVVGNTR1--03 (L);01/05/2024;16;11,768
PEVVGNTR1--03 (L);01/05/2024;17;11,741
PEVVGNTR1--03 (L);01/05/2024;18;11,32
PEVVGNTR1--03 (L);01/05/2024;19;11,276
PEVVGNTR1--03 (L);01/05/2024;20;11,401
PEVVGNTR1--03 (L);01/05/2024;21;11,319
PEVVGNTR1--03 (L);01/05/2024;22;11,22
PEVVGNTR1--03 (L);01/05/2024;23;11,17
PEVVGNTR1--03 (L);01/05/2024;24;11,328
PEVVGNTR1--03 (L);02/05/2024;1;11,941
PEVVGNTR1--03 (L);02/05/2024;2;12,016
PEVVGNTR1--03 (L);02/05/2024;3;12,195
PEVVGNTR1--03 (L);02/05/2024;4;12,001
PEVVGNTR1--03 (L);02/05/2024;5;11,994
PEVVGNTR1--03 (L);02/05/2024;6;12,048
PEVVGNTR1--03 (L);02/05/2024;7;12,297
PEVVGNTR1--03 (L);02/05/2024;8;12,455
PEVVGNTR1--03 (L);02/05/2024;9;12,531
PEVVGNTR1--03 (L);02/05/2024;10;13,59
PEVVGNTR1--03 (L);02/05/2024;11;13,094
PEVVGNTR1--03 (L);02/05/2024;12;13,354
PEVVGNTR1--03 (L);02/05/2024;13;12,932
PEVVGNTR1--03 (L);02/05/2024;14;12,809
PEVVGNTR1--03 (L);02/05/2024;15;12,979
PEVVGNTR1--03 (L);02/05/2024;16;12,681
PEVVGNTR1--03 (L);02/05/2024;17;12,219
PEVVGNTR1--03 (L);02/05/2024;18;12,269
PEVVGNTR1--03 (L);02/05/2024;19;12,25
PEVVGNTR1--03 (L);02/05/2024;20;12,313
PEVVGNTR1--03 (L);02/05/2024;21;12,167
PEVVGNTR1--03 (L);02/05/2024;22;11,805
PEVVGNTR1--03 (L);02/05/2024;23;11,848
PEVVGNTR1--03 (L);02/05/2024;24;12,113
PEVVGNTR1--03 (L);03/05/2024;1;12,18
PEVVGNTR1--03 (L);03/05/2024;2;12,519
PEVVGNTR1--03 (L);03/05/2024;3;12,648
PEVVGNTR1--03 (L);03/05/2024;4;12,005
PEVVGNTR1--03 (L);03/05/2024;5;12,35
PEVVGNTR1--03 (L);03/05/2024;6;12,624
PEVVGNTR1--03 (L);03/05/2024;7;12,78
PEVVGNTR1--03 (L);03/05/2024;8;12,629
PEVVGNTR1--03 (L);03/05/2024;9;12,448
PEVVGNTR1--03 (L);03/05/2024;10;12,647
PEVVGNTR1--03 (L);03/05/2024;11;13,362
PEVVGNTR1--03 (L);03/05/2024;12;13,348
PEVVGNTR1--03 (L);03/05/2024;13;12,863
PEVVGNTR1--03 (L);03/05/2024;14;13,267
PEVVGNTR1--03 (L);03/05/2024;15;13,24
PEVVGNTR1--03 (L);03/05/2024;16;13,134
PEVVGNTR1--03 (L);03/05/2024;17;12,693
PEVVGNTR1--03 (L);03/05/2024;18;12,087
PEVVGNTR1--03 (L);03/05/2024;19;12,105
PEVVGNTR1--03 (L);03/05/2024;20;12,129
PEVVGNTR1--03 (L);03/05/2024;21;12,144
PEVVGNTR1--03 (L);03/05/2024;22;11,888
PEVVGNTR1--03 (L);03/05/2024;23;11,907
PEVVGNTR1--03 (L);03/05/2024;24;12,004
PEVVGNTR1--03 (L);04/05/2024;1;11,751
PEVVGNTR1--03 (L);04/05/2024;2;12,221
PEVVGNTR1--03 (L);04/05/2024;3;12,433
PEVVGNTR1--03 (L);04/05/2024;4;12,558
PEVVGNTR1--03 (L);04/05/2024;5;12,68
PEVVGNTR1--03 (L);04/05/2024;6;12,316
PEVVGNTR1--03 (L);04/05/2024;7;12,21
PEVVGNTR1--03 (L);04/05/2024;8;12,528
PEVVGNTR1--03 (L);04/05/2024;9;12,621
PEVVGNTR1--03 (L);04/05/2024;10;12,566
PEVVGNTR1--03 (L);04/05/2024;11;12,744
PEVVGNTR1--03 (L);04/05/2024;12;12,843
PEVVGNTR1--03 (L);04/05/2024;13;12,995
PEVVGNTR1--03 (L);04/05/2024;14;12,846
PEVVGNTR1--03 (L);04/05/2024;15;12,365
PEVVGNTR1--03 (L);04/05/2024;16;11,91
PEVVGNTR1--03 (L);04/05/2024;17;11,762
PEVVGNTR1--03 (L);04/05/2024;18;12,098
PEVVGNTR1--03 (L);04/05/2024;19;12,642
PEVVGNTR1--03 (L);04/05/2024;20;12,64
PEVVGNTR1--03 (L);04/05/2024;21;12,586
PEVVGNTR1--03 (L);04/05/2024;22;12,863
PEVVGNTR1--03 (L);04/05/2024;23;12,955
PEVVGNTR1--03 (L);04/05/2024;24;12,889
PEVVGNTR1--03 (L);05/05/2024;1;12,844
PEVVGNTR1--03 (L);05/05/2024;2;12,797
PEVVGNTR1--03 (L);05/05/2024;3;12,878
PEVVGNTR1--03 (L);05/05/2024;4;12,826
PEVVGNTR1--03 (L);05/05/2024;5;12,812
PEVVGNTR1--03 (L);05/05/2024;6;12,81
PEVVGNTR1--03 (L);05/05/2024;7;13,567
PEVVGNTR1--03 (L);05/05/2024;8;14,27
PEVVGNTR1--03 (L);05/05/2024;9;14,316
PEVVGNTR1--03 (L);05/05/2024;10;13,33
PEVVGNTR1--03 (L);05/05/2024;11;12,182
PEVVGNTR1--03 (L);05/05/2024;12;12,298
PEVVGNTR1--03 (L);05/05/2024;13;12,203
PEVVGNTR1--03 (L);05/05/2024;14;12,359
PEVVGNTR1--03 (L);05/05/2024;15;12,091
PEVVGNTR1--03 (L);05/05/2024;16;11,661
PEVVGNTR1--03 (L);05/05/2024;17;11,27
PEVVGNTR1--03 (L);05/05/2024;18;11,391
PEVVGNTR1--03 (L);05/05/2024;19;11,459
PEVVGNTR1--03 (L);05/05/2024;20;11,321
PEVVGNTR1--03 (L);05/05/2024;21;11,456
PEVVGNTR1--03 (L);05/05/2024;22;11,472
PEVVGNTR1--03 (L);05/05/2024;23;11,521
PEVVGNTR1--03 (L);05/05/2024;24;11,62
PEVVGNTR1--03 (L);06/05/2024;1;11,858
PEVVGNTR1--03 (L);06/05/2024;2;12,211
PEVVGNTR1--03 (L);06/05/2024;3;12,016
PEVVGNTR1--03 (L);06/05/2024;4;12,154
PEVVGNTR1--03 (L);06/05/2024;5;12,127
PEVVGNTR1--03 (L);06/05/2024;6;12,458
PEVVGNTR1--03 (L);06/05/2024;7;12,659
PEVVGNTR1--03 (L);06/05/2024;8;12,593
PEVVGNTR1--03 (L);06/05/2024;9;12,694
PEVVGNTR1--03 (L);06/05/2024;10;13,307
PEVVGNTR1--03 (L);06/05/2024;11;13,566
PEVVGNTR1--03 (L);06/05/2024;12;13,111
PEVVGNTR1--03 (L);06/05/2024;13;13,534
PEVVGNTR1--03 (L);06/05/2024;14;12,465
PEVVGNTR1--03 (L);06/05/2024;15;12,257
PEVVGNTR1--03 (L);06/05/2024;16;12,554
PEVVGNTR1--03 (L);06/05/2024;17;12,482
PEVVGNTR1--03 (L);06/05/2024;18;11,932
PEVVGNTR1--03 (L);06/05/2024;19;11,957
PEVVGNTR1--03 (L);06/05/2024;20;12,035
PEVVGNTR1--03 (L);06/05/2024;21;11,904
PEVVGNTR1--03 (L);06/05/2024;22;11,637
PEVVGNTR1--03 (L);06/05/2024;23;11,729
PEVVGNTR1--03 (L);06/05/2024;24;11,815
PEVVGNTR1--03 (L);07/05/2024;1;11,905
PEVVGNTR1--03 (L);07/05/2024;2;11,784
PEVVGNTR1--03 (L);07/05/2024;3;11,782
PEVVGNTR1--03 (L);07/05/2024;4;11,861
PEVVGNTR1--03 (L);07/05/2024;5;11,903
PEVVGNTR1--03 (L);07/05/2024;6;12,141
PEVVGNTR1--03 (L);07/05/2024;7;12,443
PEVVGNTR1--03 (L);07/05/2024;8;12,496
PEVVGNTR1--03 (L);07/05/2024;9;12,71
PEVVGNTR1--03 (L);07/05/2024;10;12,597
PEVVGNTR1--03 (L);07/05/2024;11;13,272
PEVVGNTR1--03 (L);07/05/2024;12;13,102
PEVVGNTR1--03 (L);07/05/2024;13;12,402
PEVVGNTR1--03 (L);07/05/2024;14;12,357
PEVVGNTR1--03 (L);07/05/2024;15;12,473
PEVVGNTR1--03 (L);07/05/2024;16;12,637
PEVVGNTR1--03 (L);07/05/2024;17;12,791
PEVVGNTR1--03 (L);07/05/2024;18;12,651
PEVVGNTR1--03 (L);07/05/2024;19;12,719
PEVVGNTR1--03 (L);07/05/2024;20;12,808
PEVVGNTR1--03 (L);07/05/2024;21;12,598
PEVVGNTR1--03 (L);07/05/2024;22;12,422
PEVVGNTR1--03 (L);07/05/2024;23;12,466
PEVVGNTR1--03 (L);07/05/2024;24;12,582
PEVVGNTR1--03 (L);08/05/2024;1;12,756
PEVVGNTR1--03 (L);08/05/2024;2;12,307
PEVVGNTR1--03 (L);08/05/2024;3;11,991
PEVVGNTR1--03 (L);08/05/2024;4;12,05
PEVVGNTR1--03 (L);08/05/2024;5;12,187
PEVVGNTR1--03 (L);08/05/2024;6;12,235
PEVVGNTR1--03 (L);08/05/2024;7;12,594
PEVVGNTR1--03 (L);08/05/2024;8;13,014
PEVVGNTR1--03 (L);08/05/2024;9;12,594
PEVVGNTR1--03 (L);08/05/2024;10;13,352
PEVVGNTR1--03 (L);08/05/2024;11;12,784
PEVVGNTR1--03 (L);08/05/2024;12;13,089
PEVVGNTR1--03 (L);08/05/2024;13;13,302
PEVVGNTR1--03 (L);08/05/2024;14;12,552
PEVVGNTR1--03 (L);08/05/2024;15;12,548
PEVVGNTR1--03 (L);08/05/2024;16;12,424
PEVVGNTR1--03 (L);08/05/2024;17;12,095
PEVVGNTR1--03 (L);08/05/2024;18;12,111
PEVVGNTR1--03 (L);08/05/2024;19;12,131
PEVVGNTR1--03 (L);08/05/2024;20;12,203
PEVVGNTR1--03 (L);08/05/2024;21;12,173
PEVVGNTR1--03 (L);08/05/2024;22;12,052
PEVVGNTR1--03 (L);08/05/2024;23;12,052
PEVVGNTR1--03 (L);08/05/2024;24;12,213
PEVVGNTR1--03 (L);09/05/2024;1;12,157
PEVVGNTR1--03 (L);09/05/2024;2;11,682
PEVVGNTR1--03 (L);09/05/2024;3;11,717
PEVVGNTR1--03 (L);09/05/2024;4;11,793
PEVVGNTR1--03 (L);09/05/2024;5;11,901
PEVVGNTR1--03 (L);09/05/2024;6;12,16
PEVVGNTR1--03 (L);09/05/2024;7;12,375
PEVVGNTR1--03 (L);09/05/2024;8;12,212
PEVVGNTR1--03 (L);09/05/2024;9;12,455
PEVVGNTR1--03 (L);09/05/2024;10;12,432
PEVVGNTR1--03 (L);09/05/2024;11;12,355
PEVVGNTR1--03 (L);09/05/2024;12;12,717
PEVVGNTR1--03 (L);09/05/2024;13;12,715
PEVVGNTR1--03 (L);09/05/2024;14;12,992
PEVVGNTR1--03 (L);09/05/2024;15;12,893
PEVVGNTR1--03 (L);09/05/2024;16;12,955
PEVVGNTR1--03 (L);09/05/2024;17;12,538
PEVVGNTR1--03 (L);09/05/2024;18;12,65
PEVVGNTR1--03 (L);09/05/2024;19;12,676
PEVVGNTR1--03 (L);09/05/2024;20;12,793
PEVVGNTR1--03 (L);09/05/2024;21;12,798
PEVVGNTR1--03 (L);09/05/2024;22;12,653
PEVVGNTR1--03 (L);09/05/2024;23;12,781
PEVVGNTR1--03 (L);09/05/2024;24;12,551
PEVVGNTR1--03 (L);10/05/2024;1;12,056
PEVVGNTR1--03 (L);10/05/2024;2;12,014
PEVVGNTR1--03 (L);10/05/2024;3;12,076
PEVVGNTR1--03 (L);10/05/2024;4;11,945
PEVVGNTR1--03 (L);10/05/2024;5;11,949
PEVVGNTR1--03 (L);10/05/2024;6;12,04
PEVVGNTR1--03 (L);10/05/2024;7;12,197
PEVVGNTR1--03 (L);10/05/2024;8;12,164
PEVVGNTR1--03 (L);10/05/2024;9;13,11
PEVVGNTR1--03 (L);10/05/2024;10;13,014
PEVVGNTR1--03 (L);10/05/2024;11;13,435
PEVVGNTR1--03 (L);10/05/2024;12;13,547
PEVVGNTR1--03 (L);10/05/2024;13;13,735
PEVVGNTR1--03 (L);10/05/2024;14;13,426
PEVVGNTR1--03 (L);10/05/2024;15;13,076
PEVVGNTR1--03 (L);10/05/2024;16;13,028
PEVVGNTR1--03 (L);10/05/2024;17;12,747
PEVVGNTR1--03 (L);10/05/2024;18;11,924
PEVVGNTR1--03 (L);10/05/2024;19;11,97
PEVVGNTR1--03 (L);10/05/2024;20;12,078
PEVVGNTR1--03 (L);10/05/2024;21;12,01
PEVVGNTR1--03 (L);10/05/2024;22;11,753
PEVVGNTR1--03 (L);10/05/2024;23;11,722
PEVVGNTR1--03 (L);10/05/2024;24;11,706
PEVVGNTR1--03 (L);11/05/2024;1;11,814
PEVVGNTR1--03 (L);11/05/2024;2;11,921
PEVVGNTR1--03 (L);11/05/2024;3;12,297
PEVVGNTR1--03 (L);11/05/2024;4;12,411
PEVVGNTR1--03 (L);11/05/2024;5;12,546
PEVVGNTR1--03 (L);11/05/2024;6;12,41
PEVVGNTR1--03 (L);11/05/2024;7;12,654
PEVVGNTR1--03 (L);11/05/2024;8;13,453
PEVVGNTR1--03 (L);11/05/2024;9;13,288
PEVVGNTR1--03 (L);11/05/2024;10;12,592
PEVVGNTR1--03 (L);11/05/2024;11;12,411
PEVVGNTR1--03 (L);11/05/2024;12;12,889
PEVVGNTR1--03 (L);11/05/2024;13;12,909
PEVVGNTR1--03 (L);11/05/2024;14;13,115
PEVVGNTR1--03 (L);11/05/2024;15;13,122
PEVVGNTR1--03 (L);11/05/2024;16;12,563
PEVVGNTR1--03 (L);11/05/2024;17;12,316
PEVVGNTR1--03 (L);11/05/2024;18;12,143
PEVVGNTR1--03 (L);11/05/2024;19;12,315
PEVVGNTR1--03 (L);11/05/2024;20;12,075
PEVVGNTR1--03 (L);11/05/2024;21;12,197
PEVVGNTR1--03 (L);11/05/2024;22;12,172
PEVVGNTR1--03 (L);11/05/2024;23;12,04
PEVVGNTR1--03 (L);11/05/2024;24;12,149
PEVVGNTR1--03 (L);12/05/2024;1;11,484
PEVVGNTR1--03 (L);12/05/2024;2;11,64
PEVVGNTR1--03 (L);12/05/2024;3;12,031
PEVVGNTR1--03 (L);12/05/2024;4;11,854
PEVVGNTR1--03 (L);12/05/2024;5;11,845
PEVVGNTR1--03 (L);12/05/2024;6;11,796
PEVVGNTR1--03 (L);12/05/2024;7;11,759
PEVVGNTR1--03 (L);12/05/2024;8;12,096
PEVVGNTR1--03 (L);12/05/2024;9;12,507
PEVVGNTR1--03 (L);12/05/2024;10;12,408
PEVVGNTR1--03 (L);12/05/2024;11;12,398
PEVVGNTR1--03 (L);12/05/2024;12;12,403
PEVVGNTR1--03 (L);12/05/2024;13;12,538
PEVVGNTR1--03 (L);12/05/2024;14;12,772
PEVVGNTR1--03 (L);12/05/2024;15;12,788
PEVVGNTR1--03 (L);12/05/2024;16;12,276
PEVVGNTR1--03 (L);12/05/2024;17;11,349
PEVVGNTR1--03 (L);12/05/2024;18;11,434
PEVVGNTR1--03 (L);12/05/2024;19;11,925
PEVVGNTR1--03 (L);12/05/2024;20;11,905
PEVVGNTR1--03 (L);12/05/2024;21;11,784
PEVVGNTR1--03 (L);12/05/2024;22;11,658
PEVVGNTR1--03 (L);12/05/2024;23;11,716
PEVVGNTR1--03 (L);12/05/2024;24;11,869
PEVVGNTR1--03 (L);13/05/2024;1;11,901
PEVVGNTR1--03 (L);13/05/2024;2;11,784
PEVVGNTR1--03 (L);13/05/2024;3;11,933
PEVVGNTR1--03 (L);13/05/2024;4;11,943
PEVVGNTR1--03 (L);13/05/2024;5;11,781
PEVVGNTR1--03 (L);13/05/2024;6;12,027
PEVVGNTR1--03 (L);13/05/2024;7;12,594
PEVVGNTR1--03 (L);13/05/2024;8;13,369
PEVVGNTR1--03 (L);13/05/2024;9;13,012
PEVVGNTR1--03 (L);13/05/2024;10;12,725
PEVVGNTR1--03 (L);13/05/2024;11;13,126
PEVVGNTR1--03 (L);13/05/2024;12;13,32
PEVVGNTR1--03 (L);13/05/2024;13;13,796
PEVVGNTR1--03 (L);13/05/2024;14;13,395
PEVVGNTR1--03 (L);13/05/2024;15;13,341
PEVVGNTR1--03 (L);13/05/2024;16;13,39
PEVVGNTR1--03 (L);13/05/2024;17;12,848
PEVVGNTR1--03 (L);13/05/2024;18;12,191
PEVVGNTR1--03 (L);13/05/2024;19;12,211
PEVVGNTR1--03 (L);13/05/2024;20;12,27
PEVVGNTR1--03 (L);13/05/2024;21;12,198
PEVVGNTR1--03 (L);13/05/2024;22;11,968
PEVVGNTR1--03 (L);13/05/2024;23;11,993
PEVVGNTR1--03 (L);13/05/2024;24;12,09
PEVVGNTR1--03 (L);14/05/2024;1;11,891
PEVVGNTR1--03 (L);14/05/2024;2;11,705
PEVVGNTR1--03 (L);14/05/2024;3;11,821
PEVVGNTR1--03 (L);14/05/2024;4;11,917
PEVVGNTR1--03 (L);14/05/2024;5;11,942
PEVVGNTR1--03 (L);14/05/2024;6;12,248
PEVVGNTR1--03 (L);14/05/2024;7;12,74
PEVVGNTR1--03 (L);14/05/2024;8;12,824
PEVVGNTR1--03 (L);14/05/2024;9;12,529
PEVVGNTR1--03 (L);14/05/2024;10;12,479
PEVVGNTR1--03 (L);14/05/2024;11;12,674
PEVVGNTR1--03 (L);14/05/2024;12;12,835
PEVVGNTR1--03 (L);14/05/2024;13;13,317
