Ponto / Grupo;Data;Hora;Ativa C (kWh)
PEVVGNTR2--04 (L);14/06/2024;4;12,049
PEVVGNTR2--04 (L);14/06/2024;5;12,134
PEVVGNTR2--04 (L);14/06/2024;6;12,251
PEVVGNTR2--04 (L);14/06/2024;7;12,315
PEVVGNTR2--04 (L);14/06/2024;8;12,266
PEVVGNTR2--04 (L);14/06/2024;9;12,533
PEVVGNTR2--04 (L);14/06/2024;10;12,821
PEVVGNTR2--04 (L);14/06/2024;11;12,718
PEVVGNTR2--04 (L);14/06/2024;12;12,467
PEVVGNTR2--04 (L);14/06/2024;13;12,582
PEVVGNTR2--04 (L);14/06/2024;14;12,264
PEVVGNTR2--04 (L);14/06/2024;15;12,278
PEVVGNTR2--04 (L);14/06/2024;16;12,035
PEVVGNTR2--04 (L);14/06/2024;17;12,326
PEVVGNTR2--04 (L);14/06/2024;18;11,534
PEVVGNTR2--04 (L);14/06/2024;19;11,413
PEVVGNTR2--04 (L);14/06/2024;20;11,441
PEVVGNTR2--04 (L);14/06/2024;21;11,393
PEVVGNTR2--04 (L);14/06/2024;22;11,449
PEVVGNTR2--04 (L);14/06/2024;23;11,549
PEVVGNTR2--04 (L);14/06/2024;24;11,671
PEVVGNTR2--04 (L);15/06/2024;1;11,704
PEVVGNTR2--04 (L);15/06/2024;2;11,662
PEVVGNTR2--04 (L);15/06/2024;3;11,486
PEVVGNTR2--04 (L);15/06/2024;4;11,555
PEVVGNTR2--04 (L);15/06/2024;5;11,592
PEVVGNTR2--04 (L);15/06/2024;6;11,703
PEVVGNTR2--04 (L);15/06/2024;7;11,895
PEVVGNTR2--04 (L);15/06/2024;8;11,958
PEVVGNTR2--04 (L);15/06/2024;9;11,993
PEVVGNTR2--04 (L);15/06/2024;10;11,967
PEVVGNTR2--04 (L);15/06/2024;11;11,954
PEVVGNTR2--04 (L);15/06/2024;12;12,211
PEVVGNTR2--04 (L);15/06/2024;13;12,718
PEVVGNTR2--04 (L);15/06/2024;14;12,367
PEVVGNTR2--04 (L);15/06/2024;15;12,113
PEVVGNTR2--04 (L);15/06/2024;16;11,984
PEVVGNTR2--04 (L);15/06/2024;17;11,91
PEVVGNTR2--04 (L);15/06/2024;18;11,568
PEVVGNTR2--04 (L);15/06/2024;19;11,507
PEVVGNTR2--04 (L);15/06/2024;20;11,628
PEVVGNTR2--04 (L);15/06/2024;21;11,78
PEVVGNTR2--04 (L);15/06/2024;22;11,835
PEVVGNTR2--04 (L);15/06/2024;23;11,996
PEVVGNTR2--04 (L);15/06/2024;24;12,108
PEVVGNTR2--04 (L);16/06/2024;1;11,477
PEVVGNTR2--04 (L);16/06/2024;2;11,525
PEVVGNTR2--04 (L);16/06/2024;3;11,372
PEVVGNTR2--04 (L);16/06/2024;4;11,444
PEVVGNTR2--04 (L);16/06/2024;5;11,342
PEVVGNTR2--04 (L);16/06/2024;6;11,46
PEVVGNTR2--04 (L);16/06/2024;7;11,817
PEVVGNTR2--04 (L);16/06/2024;8;12
PEVVGNTR2--04 (L);16/06/2024;9;12,208
PEVVGNTR2--04 (L);16/06/2024;10;11,598
PEVVGNTR2--04 (L);16/06/2024;11;11,606
PEVVGNTR2--04 (L);16/06/2024;12;11,554
PEVVGNTR2--04 (L);16/06/2024;13;11,562
PEVVGNTR2--04 (L);16/06/2024;14;11,347
PEVVGNTR2--04 (L);16/06/2024;15;11,289
PEVVGNTR2--04 (L);16/06/2024;16;11,246
PEVVGNTR2--04 (L);16/06/2024;17;11,228
PEVVGNTR2--04 (L);16/06/2024;18;10,886
PEVVGNTR2--04 (L);16/06/2024;19;10,832
PEVVGNTR2--04 (L);16/06/2024;20;10,805
PEVVGNTR2--04 (L);16/06/2024;21;10,92
PEVVGNTR2--04 (L);16/06/2024;22;11,011
PEVVGNTR2--04 (L);16/06/2024;23;11,034
PEVVGNTR2--04 (L);16/06/2024;24;11,112
PEVVGNTR2--04 (L);17/06/2024;1;11,304
PEVVGNTR2--04 (L);17/06/2024;2;11,247
PEVVGNTR2--04 (L);17/06/2024;3;11,849
PEVVGNTR2--04 (L);17/06/2024;4;12,09
PEVVGNTR2--04 (L);17/06/2024;5;12,06
PEVVGNTR2--04 (L);17/06/2024;6;12,109
PEVVGNTR2--04 (L);17/06/2024;7;12,229
PEVVGNTR2--04 (L);17/06/2024;8;12,509
PEVVGNTR2--04 (L);17/06/2024;9;12,346
PEVVGNTR2--04 (L);17/06/2024;10;12,532
PEVVGNTR2--04 (L);17/06/2024;11;12,961
PEVVGNTR2--04 (L);17/06/2024;12;12,475
PEVVGNTR2--04 (L);17/06/2024;13;13,022
PEVVGNTR2--04 (L);17/06/2024;14;12,876
PEVVGNTR2--04 (L);17/06/2024;15;12,506
PEVVGNTR2--04 (L);17/06/2024;16;12,223
PEVVGNTR2--04 (L);17/06/2024;17;11,81
PEVVGNTR2--04 (L);17/06/2024;18;11,833
PEVVGNTR2--04 (L);17/06/2024;19;11,787
PEVVGNTR2--04 (L);17/06/2024;20;11,692
PEVVGNTR2--04 (L);17/06/2024;21;11,615
PEVVGNTR2--04 (L);17/06/2024;22;11,48
PEVVGNTR2--04 (L);17/06/2024;23;11,588
PEVVGNTR2--04 (L);17/06/2024;24;11,926
PEVVGNTR2--04 (L);18/06/2024;1;11,729
PEVVGNTR2--04 (L);18/06/2024;2;11,757
PEVVGNTR2--04 (L);18/06/2024;3;11,596
PEVVGNTR2--04 (L);18/06/2024;4;11,591
PEVVGNTR2--04 (L);18/06/2024;5;11,399
PEVVGNTR2--04 (L);18/06/2024;6;11,424
PEVVGNTR2--04 (L);18/06/2024;7;11,687
PEVVGNTR2--04 (L);18/06/2024;8;11,875
PEVVGNTR2--04 (L);18/06/2024;9;12,774
PEVVGNTR2--04 (L);18/06/2024;10;12,785
PEVVGNTR2--04 (L);18/06/2024;11;12,667
PEVVGNTR2--04 (L);18/06/2024;12;12,449
PEVVGNTR2--04 (L);18/06/2024;13;12,833
PEVVGNTR2--04 (L);18/06/2024;14;12,562
PEVVGNTR2--04 (L);18/06/2024;15;12,419
PEVVGNTR2--04 (L);18/06/2024;16;12,228
PEVVGNTR2--04 (L);18/06/2024;17;12,314
PEVVGNTR2--04 (L);18/06/2024;18;11,518
PEVVGNTR2--04 (L);18/06/2024;19;11,504
PEVVGNTR2--04 (L);18/06/2024;20;11,558
PEVVGNTR2--04 (L);18/06/2024;21;11,64
PEVVGNTR2--04 (L);18/06/2024;22;11,633
PEVVGNTR2--04 (L);18/06/2024;23;11,66
PEVVGNTR2--04 (L);18/06/2024;24;11,671
PEVVGNTR2--04 (L);19/06/2024;1;11,648
PEVVGNTR2--04 (L);19/06/2024;2;11,555
PEVVGNTR2--04 (L);19/06/2024;3;11,56
PEVVGNTR2--04 (L);19/06/2024;4;11,666
PEVVGNTR2--04 (L);19/06/2024;5;11,572
PEVVGNTR2--04 (L);19/06/2024;6;11,593
PEVVGNTR2--04 (L);19/06/2024;7;11,623
PEVVGNTR2--04 (L);19/06/2024;8;11,647
PEVVGNTR2--04 (L);19/06/2024;9;12,082
PEVVGNTR2--04 (L);19/06/2024;10;12,237
PEVVGNTR2--04 (L);19/06/2024;11;12,143
PEVVGNTR2--04 (L);19/06/2024;12;12,514
PEVVGNTR2--04 (L);19/06/2024;13;12,788
PEVVGNTR2--04 (L);19/06/2024;14;12,321
PEVVGNTR2--04 (L);19/06/2024;15;12,436
PEVVGNTR2--04 (L);19/06/2024;16;11,931
PEVVGNTR2--04 (L);19/06/2024;17;11,667
PEVVGNTR2--04 (L);19/06/2024;18;11,715
PEVVGNTR2--04 (L);19/06/2024;19;11,848
PEVVGNTR2--04 (L);19/06/2024;20;12,133
PEVVGNTR2--04 (L);19/06/2024;21;12,273
PEVVGNTR2--04 (L);19/06/2024;22;12,192
PEVVGNTR2--04 (L);19/06/2024;23;12,172
PEVVGNTR2--04 (L);19/06/2024;24;12,211
PEVVGNTR2--04 (L);20/06/2024;1;12,096
PEVVGNTR2--04 (L);20/06/2024;2;11,901
PEVVGNTR2--04 (L);20/06/2024;3;11,869
PEVVGNTR2--04 (L);20/06/2024;4;11,799
PEVVGNTR2--04 (L);20/06/2024;5;11,585
PEVVGNTR2--04 (L);20/06/2024;6;11,603
PEVVGNTR2--04 (L);20/06/2024;7;11,768
PEVVGNTR2--04 (L);20/06/2024;8;12,115
PEVVGNTR2--04 (L);20/06/2024;9;12,8
PEVVGNTR2--04 (L);20/06/2024;10;12,446
PEVVGNTR2--04 (L);20/06/2024;11;12,464
PEVVGNTR2--04 (L);20/06/2024;12;12,498
PEVVGNTR2--04 (L);20/06/2024;13;12,457
PEVVGNTR2--04 (L);20/06/2024;14;11,886
PEVVGNTR2--04 (L);20/06/2024;15;12,175
PEVVGNTR2--04 (L);20/06/2024;16;11,914
PEVVGNTR2--04 (L);20/06/2024;17;11,777
PEVVGNTR2--04 (L);20/06/2024;18;11,88
PEVVGNTR2--04 (L);20/06/2024;19;11,601
PEVVGNTR2--04 (L);20/06/2024;20;11,753
PEVVGNTR2--04 (L);20/06/2024;21;11,907
PEVVGNTR2--04 (L);20/06/2024;22;11,72
PEVVGNTR2--04 (L);20/06/2024;23;11,999
PEVVGNTR2--04 (L);20/06/2024;24;11,951
PEVVGNTR2--04 (L);21/06/2024;1;11,476
PEVVGNTR2--04 (L);21/06/2024;2;11,539
PEVVGNTR2--04 (L);21/06/2024;3;11,643
PEVVGNTR2--04 (L);21/06/2024;4;11,687
PEVVGNTR2--04 (L);21/06/2024;5;11,637
PEVVGNTR2--04 (L);21/06/2024;6;11,758
PEVVGNTR2--04 (L);21/06/2024;7;11,971
PEVVGNTR2--04 (L);21/06/2024;8;12,013
PEVVGNTR2--04 (L);21/06/2024;9;12,067
PEVVGNTR2--04 (L);21/06/2024;10;12,751
PEVVGNTR2--04 (L);21/06/2024;11;12,79
PEVVGNTR2--04 (L);21/06/2024;12;13,203
PEVVGNTR2--04 (L);21/06/2024;13;12,47
PEVVGNTR2--04 (L);21/06/2024;14;12,2
PEVVGNTR2--04 (L);21/06/2024;15;11,842
PEVVGNTR2--04 (L);21/06/2024;16;12,401
PEVVGNTR2--04 (L);21/06/2024;17;12,274
PEVVGNTR2--04 (L);21/06/2024;18;11,602
PEVVGNTR2--04 (L);21/06/2024;19;11,497
PEVVGNTR2--04 (L);21/06/2024;20;11,708
PEVVGNTR2--04 (L);21/06/2024;21;11,898
PEVVGNTR2--04 (L);21/06/2024;22;11,774
PEVVGNTR2--04 (L);21/06/2024;23;11,642
PEVVGNTR2--04 (L);21/06/2024;24;11,789
PEVVGNTR2--04 (L);22/06/2024;1;11,849
PEVVGNTR2--04 (L);22/06/2024;2;11,801
PEVVGNTR2--04 (L);22/06/2024;3;11,562
PEVVGNTR2--04 (L);22/06/2024;4;11,621
PEVVGNTR2--04 (L);22/06/2024;5;11,64
PEVVGNTR2--04 (L);22/06/2024;6;11,773
PEVVGNTR2--04 (L);22/06/2024;7;11,865
PEVVGNTR2--04 (L);22/06/2024;8;11,665
PEVVGNTR2--04 (L);22/06/2024;9;12,255
PEVVGNTR2--04 (L);22/06/2024;10;13,145
PEVVGNTR2--04 (L);22/06/2024;11;12,691
PEVVGNTR2--04 (L);22/06/2024;12;12,544
PEVVGNTR2--04 (L);22/06/2024;13;12,579
PEVVGNTR2--04 (L);22/06/2024;14;12,81
PEVVGNTR2--04 (L);22/06/2024;15;12,628
PEVVGNTR2--04 (L);22/06/2024;16;12,359
PEVVGNTR2--04 (L);22/06/2024;17;11,942
PEVVGNTR2--04 (L);22/06/2024;18;11,526
PEVVGNTR2--04 (L);22/06/2024;19;11,348
PEVVGNTR2--04 (L);22/06/2024;20;11,327
PEVVGNTR2--04 (L);22/06/2024;21;11,626
PEVVGNTR2--04 (L);22/06/2024;22;11,785
PEVVGNTR2--04 (L);22/06/2024;23;11,917
PEVVGNTR2--04 (L);22/06/2024;24;12,128
PEVVGNTR2--04 (L);23/06/2024;1;11,212
PEVVGNTR2--04 (L);23/06/2024;2;11,599
PEVVGNTR2--04 (L);23/06/2024;3;11,666
PEVVGNTR2--04 (L);23/06/2024;4;11,762
PEVVGNTR2--04 (L);23/06/2024;5;11,78
PEVVGNTR2--04 (L);23/06/2024;6;11,215
PEVVGNTR2--04 (L);23/06/2024;7;11,498
PEVVGNTR2--04 (L);23/06/2024;8;11,533
PEVVGNTR2--04 (L);23/06/2024;9;11,617
PEVVGNTR2--04 (L);23/06/2024;10;11,841
PEVVGNTR2--04 (L);23/06/2024;11;11,762
PEVVGNTR2--04 (L);23/06/2024;12;11,931
PEVVGNTR2--04 (L);23/06/2024;13;11,96
PEVVGNTR2--04 (L);23/06/2024;14;12,025
PEVVGNTR2--04 (L);23/06/2024;15;11,583
PEVVGNTR2--04 (L);23/06/2024;16;11,527
PEVVGNTR2--04 (L);23/06/2024;17;11,091
PEVVGNTR2--04 (L);23/06/2024;18;10,975
PEVVGNTR2--04 (L);23/06/2024;19;10,962
PEVVGNTR2--04 (L);23/06/2024;20;11,083
PEVVGNTR2--04 (L);23/06/2024;21;11,236
PEVVGNTR2--04 (L);23/06/2024;22;11,353
PEVVGNTR2--04 (L);23/06/2024;23;11,437
PEVVGNTR2--04 (L);23/06/2024;24;11,5
PEVVGNTR2--04 (L);24/06/2024;1;11,669
PEVVGNTR2--04 (L);24/06/2024;2;11,984
PEVVGNTR2--04 (L);24/06/2024;3;12,001
PEVVGNTR2--04 (L);24/06/2024;4;12,062
PEVVGNTR2--04 (L);24/06/2024;5;11,986
PEVVGNTR2--04 (L);24/06/2024;6;11,766
PEVVGNTR2--04 (L);24/06/2024;7;11,904
PEVVGNTR2--04 (L);24/06/2024;8;12,345
PEVVGNTR2--04 (L);24/06/2024;9;12,653
PEVVGNTR2--04 (L);24/06/2024;10;12,488
PEVVGNTR2--04 (L);24/06/2024;11;11,974
PEVVGNTR2--04 (L);24/06/2024;12;12,002
PEVVGNTR2--04 (L);24/06/2024;13;12,385
PEVVGNTR2--04 (L);24/06/2024;14;11,77
PEVVGNTR2--04 (L);24/06/2024;15;12,153
PEVVGNTR2--04 (L);24/06/2024;16;11,95
PEVVGNTR2--04 (L);24/06/2024;17;11,51
PEVVGNTR2--04 (L);24/06/2024;18;11,592
PEVVGNTR2--04 (L);24/06/2024;19;11,871
PEVVGNTR2--04 (L);24/06/2024;20;11,803
PEVVGNTR2--04 (L);24/06/2024;21;11,716
PEVVGNTR2--04 (L);24/06/2024;22;11,589
PEVVGNTR2--04 (L);24/06/2024;23;11,56
PEVVGNTR2--04 (L);24/06/2024;24;11,694
PEVVGNTR2--04 (L);25/06/2024;1;11,828
PEVVGNTR2--04 (L);25/06/2024;2;11,797
PEVVGNTR2--04 (L);25/06/2024;3;11,833
PEVVGNTR2--04 (L);25/06/2024;4;11,793
PEVVGNTR2--04 (L);25/06/2024;5;11,843
PEVVGNTR2--04 (L);25/06/2024;6;11,977
PEVVGNTR2--04 (L);25/06/2024;7;12,185
PEVVGNTR2--04 (L);25/06/2024;8;12,022
PEVVGNTR2--04 (L);25/06/2024;9;12,536
PEVVGNTR2--04 (L);25/06/2024;10;12,684
PEVVGNTR2--04 (L);25/06/2024;11;12,783
PEVVGNTR2--04 (L);25/06/2024;12;12,636
PEVVGNTR2--04 (L);25/06/2024;13;12,588
PEVVGNTR2--04 (L);25/06/2024;14;12,417
PEVVGNTR2--04 (L);25/06/2024;15;12,393
PEVVGNTR2--04 (L);25/06/2024;16;12,213
PEVVGNTR2--04 (L);25/06/2024;17;12,058
PEVVGNTR2--04 (L);25/06/2024;18;11,995
PEVVGNTR2--04 (L);25/06/2024;19;11,994
PEVVGNTR2--04 (L);25/06/2024;20;11,93
PEVVGNTR2--04 (L);25/06/2024;21;12,053
PEVVGNTR2--04 (L);25/06/2024;22;12,12
PEVVGNTR2--04 (L);25/06/2024;23;12,12
PEVVGNTR2--04 (L);25/06/2024;24;11,954
PEVVGNTR2--04 (L);26/06/2024;1;11,997
PEVVGNTR2--04 (L);26/06/2024;2;11,865
PEVVGNTR2--04 (L);26/06/2024;3;11,308
PEVVGNTR2--04 (L);26/06/2024;4;11,33
PEVVGNTR2--04 (L);26/06/2024;5;12,056
PEVVGNTR2--04 (L);26/06/2024;6;12,05
PEVVGNTR2--04 (L);26/06/2024;7;12,216
PEVVGNTR2--04 (L);26/06/2024;8;12,455
PEVVGNTR2--04 (L);26/06/2024;9;4,904
PEVVGNTR2--04 (L);26/06/2024;10;0
PEVVGNTR2--04 (L);26/06/2024;11;0
PEVVGNTR2--04 (L);26/06/2024;12;0
PEVVGNTR2--04 (L);26/06/2024;13;5,294
PEVVGNTR2--04 (L);26/06/2024;14;12,351
PEVVGNTR2--04 (L);26/06/2024;15;12,102
PEVVGNTR2--04 (L);26/06/2024;16;11,937
PEVVGNTR2--04 (L);26/06/2024;17;11,739
PEVVGNTR2--04 (L);26/06/2024;18;11,852
PEVVGNTR2--04 (L);26/06/2024;19;11,763
PEVVGNTR2--04 (L);26/06/2024;20;11,676
PEVVGNTR2--04 (L);26/06/2024;21;11,638
PEVVGNTR2--04 (L);26/06/2024;22;11,779
PEVVGNTR2--04 (L);26/06/2024;23;12,063
PEVVGNTR2--04 (L);26/06/2024;24;12,056
PEVVGNTR2--04 (L);27/06/2024;1;11,933
PEVVGNTR2--04 (L);27/06/2024;2;11,769
PEVVGNTR2--04 (L);27/06/2024;3;11,722
PEVVGNTR2--04 (L);27/06/2024;4;11,68
PEVVGNTR2--04 (L);27/06/2024;5;11,55
PEVVGNTR2--04 (L);27/06/2024;6;11,638
PEVVGNTR2--04 (L);27/06/2024;7;11,84
PEVVGNTR2--04 (L);27/06/2024;8;12,143
PEVVGNTR2--04 (L);27/06/2024;9;12,408
PEVVGNTR2--04 (L);27/06/2024;10;12,539
PEVVGNTR2--04 (L);27/06/2024;11;12,746
PEVVGNTR2--04 (L);27/06/2024;12;13,008
PEVVGNTR2--04 (L);27/06/2024;13;12,9
PEVVGNTR2--04 (L);27/06/2024;14;12,432
PEVVGNTR2--04 (L);27/06/2024;15;12,38
PEVVGNTR2--04 (L);27/06/2024;16;12,006
PEVVGNTR2--04 (L);27/06/2024;17;11,537
PEVVGNTR2--04 (L);27/06/2024;18;11,42
PEVVGNTR2--04 (L);27/06/2024;19;11,787
PEVVGNTR2--04 (L);27/06/2024;20;12,256
PEVVGNTR2--04 (L);27/06/2024;21;12,363
PEVVGNTR2--04 (L);27/06/2024;22;12,25
PEVVGNTR2--04 (L);27/06/2024;23;11,999
PEVVGNTR2--04 (L);27/06/2024;24;11,994
PEVVGNTR2--04 (L);28/06/2024;1;11,629
PEVVGNTR2--04 (L);28/06/2024;2;11,352
PEVVGNTR2--04 (L);28/06/2024;3;11,579
PEVVGNTR2--04 (L);28/06/2024;4;11,625
PEVVGNTR2--04 (L);28/06/2024;5;11,507
PEVVGNTR2--04 (L);28/06/2024;6;11,566
PEVVGNTR2--04 (L);28/06/2024;7;11,851
PEVVGNTR2--04 (L);28/06/2024;8;12,071
PEVVGNTR2--04 (L);28/06/2024;9;13,149
PEVVGNTR2--04 (L);28/06/2024;10;12,757
PEVVGNTR2--04 (L);28/06/2024;11;12,893
PEVVGNTR2--04 (L);28/06/2024;12;12,827
PEVVGNTR2--04 (L);28/06/2024;13;12,886
PEVVGNTR2--04 (L);28/06/2024;14;13
PEVVGNTR2--04 (L);28/06/2024;15;12,77
PEVVGNTR2--04 (L);28/06/2024;16;12,55
PEVVGNTR2--04 (L);28/06/2024;17;12,162
PEVVGNTR2--04 (L);28/06/2024;18;11,591
PEVVGNTR2--04 (L);28/06/2024;19;11,455
PEVVGNTR2--04 (L);28/06/2024;20;11,327
PEVVGNTR2--04 (L);28/06/2024;21;11,446
PEVVGNTR2--04 (L);28/06/2024;22;12,053
PEVVGNTR2--04 (L);28/06/2024;23;12,008
PEVVGNTR2--04 (L);28/06/2024;24;12,02
PEVVGNTR2--04 (L);29/06/2024;1;11,918
PEVVGNTR2--04 (L);29/06/2024;2;12,155
PEVVGNTR2--04 (L);29/06/2024;3;12,212
PEVVGNTR2--04 (L);29/06/2024;4;12,136
PEVVGNTR2--04 (L);29/06/2024;5;12,144
PEVVGNTR2--04 (L);29/06/2024;6;12,283
PEVVGNTR2--04 (L);29/06/2024;7;12,395
PEVVGNTR2--04 (L);29/06/2024;8;12,748
PEVVGNTR2--04 (L);29/06/2024;9;12,79
PEVVGNTR2--04 (L);29/06/2024;10;13,019
PEVVGNTR2--04 (L);29/06/2024;11;13,343
PEVVGNTR2--04 (L);29/06/2024;12;13,146
PEVVGNTR2--04 (L);29/06/2024;13;12,601
PEVVGNTR2--04 (L);29/06/2024;14;12,456
PEVVGNTR2--04 (L);29/06/2024;15;12,249
PEVVGNTR2--04 (L);29/06/2024;16;12,006
PEVVGNTR2--04 (L);29/06/2024;17;12,129
PEVVGNTR2--04 (L);29/06/2024;18;11,948
PEVVGNTR2--04 (L);29/06/2024;19;11,699
PEVVGNTR2--04 (L);29/06/2024;20;11,536
PEVVGNTR2--04 (L);29/06/2024;21;11,689
PEVVGNTR2--04 (L);29/06/2024;22;11,899
PEVVGNTR2--04 (L);29/06/2024;23;12,045
PEVVGNTR2--04 (L);29/06/2024;24;12,276
PEVVGNTR2--04 (L);30/06/2024;1;11,286
PEVVGNTR2--04 (L);30/06/2024;2;11,097
PEVVGNTR2--04 (L);30/06/2024;3;10,936
PEVVGNTR2--04 (L);30/06/2024;4;10,981
PEVVGNTR2--04 (L);30/06/2024;5;10,979
PEVVGNTR2--04 (L);30/06/2024;6;11,28
PEVVGNTR2--04 (L);30/06/2024;7;11,84
PEVVGNTR2--04 (L);30/06/2024;8;12,351
PEVVGNTR2--04 (L);30/06/2024;9;12,587
PEVVGNTR2--04 (L);30/06/2024;10;12,517
PEVVGNTR2--04 (L);30/06/2024;11;12,408
PEVVGNTR2--04 (L);30/06/2024;12;12,39
PEVVGNTR2--04 (L);30/06/2024;13;12,462
PEVVGNTR2--04 (L);30/06/2024;14;12,413
PEVVGNTR2--04 (L);30/06/2024;15;12,278
PEVVGNTR2--04 (L);30/06/2024;16;11,828
PEVVGNTR2--04 (L);30/06/2024;17;11,062
PEVVGNTR2--04 (L);30/06/2024;18;11,132
PEVVGNTR2--04 (L);30/06/2024;19;11,226
PEVVGNTR2--04 (L);30/06/2024;20;11,268
PEVVGNTR2--04 (L);30/06/2024;21;11,52
PEVVGNTR2--04 (L);30/06/2024;22;11,627
PEVVGNTR2--04 (L);30/06/2024;23;11,364
PEVVGNTR2--04 (L);30/06/2024;24;11,386
PEVVGNTR2--04 (L);01/07/2024;1;11,628
PEVVGNTR2--04 (L);01/07/2024;2;11,894
PEVVGNTR2--04 (L);01/07/2024;3;11,946
PEVVGNTR2--04 (L);01/07/2024;4;11,878
PEVVGNTR2--04 (L);01/07/2024;5;11,826
PEVVGNTR2--04 (L);01/07/2024;6;11,905
PEVVGNTR2--04 (L);01/07/2024;7;11,946
PEVVGNTR2--04 (L);01/07/2024;8;12,483
PEVVGNTR2--04 (L);01/07/2024;9;12,914
PEVVGNTR2--04 (L);01/07/2024;10;12,529
PEVVGNTR2--04 (L);01/07/2024;11;12,435
PEVVGNTR2--04 (L);01/07/2024;12;12,344
PEVVGNTR2--04 (L);01/07/2024;13;12,552
PEVVGNTR2--04 (L);01/07/2024;14;12,333
PEVVGNTR2--04 (L);01/07/2024;15;12,053
PEVVGNTR2--04 (L);01/07/2024;16;12,005
PEVVGNTR2--04 (L);01/07/2024;17;11,889
PEVVGNTR2--04 (L);01/07/2024;18;12,002
PEVVGNTR2--04 (L);01/07/2024;19;11,77
PEVVGNTR2--04 (L);01/07/2024;20;11,77
PEVVGNTR2--04 (L);01/07/2024;21;11,912
PEVVGNTR2--04 (L);01/07/2024;22;11,719
PEVVGNTR2--04 (L);01/07/2024;23;11,703
PEVVGNTR2--04 (L);01/07/2024;24;11,661
PEVVGNTR2--04 (L);02/07/2024;1;11,888
PEVVGNTR2--04 (L);02/07/2024;2;12,15
PEVVGNTR2--04 (L);02/07/2024;3;12,131
PEVVGNTR2--04 (L);02/07/2024;4;12,282
PEVVGNTR2--04 (L);02/07/2024;5;12,249
PEVVGNTR2--04 (L);02/07/2024;6;12,167
PEVVGNTR2--04 (L);02/07/2024;7;11,984
PEVVGNTR2--04 (L);02/07/2024;8;12,084
PEVVGNTR2--04 (L);02/07/2024;9;12,02
PEVVGNTR2--04 (L);02/07/2024;10;11,933
PEVVGNTR2--04 (L);02/07/2024;11;12,359
PEVVGNTR2--04 (L);02/07/2024;12;12,667
PEVVGNTR2--04 (L);02/07/2024;13;12,831
PEVVGNTR2--04 (L);02/07/2024;14;13,027
PEVVGNTR2--04 (L);02/07/2024;15;12,813
PEVVGNTR2--04 (L);02/07/2024;16;11,938
PEVVGNTR2--04 (L);02/07/2024;17;11,926
PEVVGNTR2--04 (L);02/07/2024;18;11,852
PEVVGNTR2--04 (L);02/07/2024;19;12,063
PEVVGNTR2--04 (L);02/07/2024;20;12,255
PEVVGNTR2--04 (L);02/07/2024;21;12,246
PEVVGNTR2--04 (L);02/07/2024;22;12,131
PEVVGNTR2--04 (L);02/07/2024;23;12,241
PEVVGNTR2--04 (L);02/07/2024;24;11,985
PEVVGNTR2--04 (L);03/07/2024;1;11,725
PEVVGNTR2--04 (L);03/07/2024;2;11,574
PEVVGNTR2--04 (L);03/07/2024;3;11,573
PEVVGNTR2--04 (L);03/07/2024;4;11,58
PEVVGNTR2--04 (L);03/07/2024;5;11,569
PEVVGNTR2--04 (L);03/07/2024;6;11,596
PEVVGNTR2--04 (L);03/07/2024;7;11,745
PEVVGNTR2--04 (L);03/07/2024;8;11,622
PEVVGNTR2--04 (L);03/07/2024;9;11,697
PEVVGNTR2--04 (L);03/07/2024;10;11,724
PEVVGNTR2--04 (L);03/07/2024;11;12,139
PEVVGNTR2--04 (L);03/07/2024;12;11,905
PEVVGNTR2--04 (L);03/07/2024;13;12,098
PEVVGNTR2--04 (L);03/07/2024;14;11,739
PEVVGNTR2--04 (L);03/07/2024;15;12,362
PEVVGNTR2--04 (L);03/07/2024;16;12,331
PEVVGNTR2--04 (L);03/07/2024;17;12,347
PEVVGNTR2--04 (L);03/07/2024;18;11,717
PEVVGNTR2--04 (L);03/07/2024;19;11,712
PEVVGNTR2--04 (L);03/07/2024;20;11,908
PEVVGNTR2--04 (L);03/07/2024;21;12,043
PEVVGNTR2--04 (L);03/07/2024;22;12,046
PEVVGNTR2--04 (L);03/07/2024;23;12,006
PEVVGNTR2--04 (L);03/07/2024;24;12,029
PEVVGNTR2--04 (L);04/07/2024;1;12,021
PEVVGNTR2--04 (L);04/07/2024;2;11,777
PEVVGNTR2--04 (L);04/07/2024;3;11,68
PEVVGNTR2--04 (L);04/07/2024;4;11,711
PEVVGNTR2--04 (L);04/07/2024;5;11,71
PEVVGNTR2--04 (L);04/07/2024;6;11,789
PEVVGNTR2--04 (L);04/07/2024;7;11,898
PEVVGNTR2--04 (L);04/07/2024;8;12,002
PEVVGNTR2--04 (L);04/07/2024;9;12,011
PEVVGNTR2--04 (L);04/07/2024;10;11,942
PEVVGNTR2--04 (L);04/07/2024;11;12,154
PEVVGNTR2--04 (L);04/07/2024;12;11,941
PEVVGNTR2--04 (L);04/07/2024;13;12,5
PEVVGNTR2--04 (L);04/07/2024;14;12,723
PEVVGNTR2--04 (L);04/07/2024;15;12,617
PEVVGNTR2--04 (L);04/07/2024;16;12,646
PEVVGNTR2--04 (L);04/07/2024;17;12,31
PEVVGNTR2--04 (L);04/07/2024;18;12,221
PEVVGNTR2--04 (L);04/07/2024;19;12,111
PEVVGNTR2--04 (L);04/07/2024;20;12,256
PEVVGNTR2--04 (L);04/07/2024;21;12,308
PEVVGNTR2--04 (L);04/07/2024;22;12,202
